# r  chi  chi_prime  a  a_prime  rho  W
2.366946473237e-01 -6.764973237768e-08 1.425032808582e-07 0.000000000000e+00 0.000000000000e+00 8.411672719631e-06 1.007090887028e+152
2.371948474237e-01 -6.757839243998e-08 1.427422527146e-07 0.000000000000e+00 0.000000000000e+00 8.405337602793e-06 1.007090887028e+152
2.376950475238e-01 -6.750693306149e-08 1.429808527636e-07 0.000000000000e+00 0.000000000000e+00 8.398992303938e-06 1.007090887028e+152
2.381952476238e-01 -6.743535442835e-08 1.432190804485e-07 0.000000000000e+00 0.000000000000e+00 8.392636842451e-06 1.007090887028e+152
2.386954477239e-01 -6.736365672693e-08 1.434569352138e-07 0.000000000000e+00 0.000000000000e+00 8.386271237749e-06 1.007090887028e+152
2.391956478239e-01 -6.729184014392e-08 1.436944165055e-07 0.000000000000e+00 0.000000000000e+00 8.379895509283e-06 1.007090887028e+152
2.396958479240e-01 -6.721990486627e-08 1.439315237710e-07 0.000000000000e+00 0.000000000000e+00 8.373509676534e-06 1.007090887028e+152
2.401960480240e-01 -6.714785108120e-08 1.441682564591e-07 0.000000000000e+00 0.000000000000e+00 8.367113759016e-06 1.007090887028e+152
2.406962481241e-01 -6.707567897621e-08 1.444046140197e-07 0.000000000000e+00 0.000000000000e+00 8.360707776277e-06 1.007090887028e+152
2.411964482241e-01 -6.700338873907e-08 1.446405959045e-07 0.000000000000e+00 0.000000000000e+00 8.354291747893e-06 1.007090887028e+152
2.416966483242e-01 -6.693098055785e-08 1.448762015664e-07 0.000000000000e+00 0.000000000000e+00 8.347865693477e-06 1.007090887028e+152
2.421968484242e-01 -6.685845462086e-08 1.451114304596e-07 0.000000000000e+00 0.000000000000e+00 8.341429632670e-06 1.007090887028e+152
2.426970485243e-01 -6.678581111669e-08 1.453462820398e-07 0.000000000000e+00 0.000000000000e+00 8.334983585147e-06 1.007090887028e+152
2.431972486243e-01 -6.671305023422e-08 1.455807557640e-07 0.000000000000e+00 0.000000000000e+00 8.328527570614e-06 1.007090887028e+152
2.436974487244e-01 -6.664017216259e-08 1.458148510908e-07 0.000000000000e+00 0.000000000000e+00 8.322061608808e-06 1.007090887028e+152
2.441976488244e-01 -6.656717709120e-08 1.460485674800e-07 0.000000000000e+00 0.000000000000e+00 8.315585719500e-06 1.007090887028e+152
2.446978489245e-01 -6.649406520973e-08 1.462819043929e-07 0.000000000000e+00 0.000000000000e+00 8.309099922491e-06 1.007090887028e+152
2.451980490245e-01 -6.642083670813e-08 1.465148612921e-07 0.000000000000e+00 0.000000000000e+00 8.302604237614e-06 1.007090887028e+152
2.456982491246e-01 -6.634749177662e-08 1.467474376417e-07 0.000000000000e+00 0.000000000000e+00 8.296098684733e-06 1.007090887028e+152
2.461984492246e-01 -6.627403060569e-08 1.469796329071e-07 0.000000000000e+00 0.000000000000e+00 8.289583283746e-06 1.007090887028e+152
2.466986493247e-01 -6.620045338608e-08 1.472114465553e-07 0.000000000000e+00 0.000000000000e+00 8.283058054578e-06 1.007090887028e+152
2.471988494247e-01 -6.612676030882e-08 1.474428780546e-07 0.000000000000e+00 0.000000000000e+00 8.276523017191e-06 1.007090887028e+152
2.476990495248e-01 -6.605295156518e-08 1.476739268746e-07 0.000000000000e+00 0.000000000000e+00 8.269978191573e-06 1.007090887028e+152
2.481992496248e-01 -6.597902734671e-08 1.479045924865e-07 0.000000000000e+00 0.000000000000e+00 8.263423597746e-06 1.007090887028e+152
2.486994497249e-01 -6.590498784524e-08 1.481348743628e-07 0.000000000000e+00 0.000000000000e+00 8.256859255764e-06 1.007090887028e+152
2.491996498249e-01 -6.583083325283e-08 1.483647719775e-07 0.000000000000e+00 0.000000000000e+00 8.250285185711e-06 1.007090887028e+152
2.496998499250e-01 -6.575656376182e-08 1.485942848060e-07 0.000000000000e+00 0.000000000000e+00 8.243701407701e-06 1.007090887028e+152
2.502000500250e-01 -6.568217956482e-08 1.488234123250e-07 0.000000000000e+00 0.000000000000e+00 8.237107941881e-06 1.007090887028e+152
2.507002501251e-01 -6.560768085468e-08 1.490521540128e-07 0.000000000000e+00 0.000000000000e+00 8.230504808429e-06 1.007090887028e+152
2.512004502251e-01 -6.553306782454e-08 1.492805093491e-07 0.000000000000e+00 0.000000000000e+00 8.223892027553e-06 1.007090887028e+152
2.517006503252e-01 -6.545834066776e-08 1.495084778149e-07 0.000000000000e+00 0.000000000000e+00 8.217269619492e-06 1.007090887028e+152
2.522008504252e-01 -6.538349957800e-08 1.497360588928e-07 0.000000000000e+00 0.000000000000e+00 8.210637604516e-06 1.007090887028e+152
2.527010505253e-01 -6.530854474916e-08 1.499632520667e-07 0.000000000000e+00 0.000000000000e+00 8.203996002925e-06 1.007090887028e+152
2.532012506253e-01 -6.523347637539e-08 1.501900568220e-07 0.000000000000e+00 0.000000000000e+00 8.197344835053e-06 1.007090887028e+152
2.537014507254e-01 -6.515829465111e-08 1.504164726456e-07 0.000000000000e+00 0.000000000000e+00 8.190684121260e-06 1.007090887028e+152
2.542016508254e-01 -6.508299977099e-08 1.506424990257e-07 0.000000000000e+00 0.000000000000e+00 8.184013881940e-06 1.007090887028e+152
2.547018509255e-01 -6.500759192996e-08 1.508681354520e-07 0.000000000000e+00 0.000000000000e+00 8.177334137516e-06 1.007090887028e+152
2.552020510255e-01 -6.493207132320e-08 1.510933814157e-07 0.000000000000e+00 0.000000000000e+00 8.170644908443e-06 1.007090887028e+152
2.557022511256e-01 -6.485643814615e-08 1.513182364094e-07 0.000000000000e+00 0.000000000000e+00 8.163946215204e-06 1.007090887028e+152
2.562024512256e-01 -6.478069259449e-08 1.515426999272e-07 0.000000000000e+00 0.000000000000e+00 8.157238078315e-06 1.007090887028e+152
2.567026513257e-01 -6.470483486417e-08 1.517667714645e-07 0.000000000000e+00 0.000000000000e+00 8.150520518321e-06 1.007090887028e+152
2.572028514257e-01 -6.462886515139e-08 1.519904505183e-07 0.000000000000e+00 0.000000000000e+00 8.143793555796e-06 1.007090887028e+152
2.577030515258e-01 -6.455278365258e-08 1.522137365871e-07 0.000000000000e+00 0.000000000000e+00 8.137057211348e-06 1.007090887028e+152
2.582032516258e-01 -6.447659056446e-08 1.524366291706e-07 0.000000000000e+00 0.000000000000e+00 8.130311505611e-06 1.007090887028e+152
2.587034517259e-01 -6.440028608395e-08 1.526591277703e-07 0.000000000000e+00 0.000000000000e+00 8.123556459252e-06 1.007090887028e+152
2.592036518259e-01 -6.432387040826e-08 1.528812318889e-07 0.000000000000e+00 0.000000000000e+00 8.116792092966e-06 1.007090887028e+152
2.597038519260e-01 -6.424734373483e-08 1.531029410307e-07 0.000000000000e+00 0.000000000000e+00 8.110018427480e-06 1.007090887028e+152
2.602040520260e-01 -6.417070626136e-08 1.533242547014e-07 0.000000000000e+00 0.000000000000e+00 8.103235483550e-06 1.007090887028e+152
2.607042521261e-01 -6.409395818577e-08 1.535451724082e-07 0.000000000000e+00 0.000000000000e+00 8.096443281960e-06 1.007090887028e+152
2.612044522261e-01 -6.401709970626e-08 1.537656936597e-07 0.000000000000e+00 0.000000000000e+00 8.089641843528e-06 1.007090887028e+152
2.617046523262e-01 -6.394013102125e-08 1.539858179661e-07 0.000000000000e+00 0.000000000000e+00 8.082831189098e-06 1.007090887028e+152
2.622048524262e-01 -6.386305232942e-08 1.542055448389e-07 0.000000000000e+00 0.000000000000e+00 8.076011339545e-06 1.007090887028e+152
2.627050525263e-01 -6.378586382968e-08 1.544248737914e-07 0.000000000000e+00 0.000000000000e+00 8.069182315774e-06 1.007090887028e+152
2.632052526263e-01 -6.370856572120e-08 1.546438043379e-07 0.000000000000e+00 0.000000000000e+00 8.062344138720e-06 1.007090887028e+152
2.637054527264e-01 -6.363115820338e-08 1.548623359946e-07 0.000000000000e+00 0.000000000000e+00 8.055496829345e-06 1.007090887028e+152
2.642056528264e-01 -6.355364147587e-08 1.550804682790e-07 0.000000000000e+00 0.000000000000e+00 8.048640408644e-06 1.007090887028e+152
2.647058529265e-01 -6.347601573856e-08 1.552982007100e-07 0.000000000000e+00 0.000000000000e+00 8.041774897638e-06 1.007090887028e+152
2.652060530265e-01 -6.339828119156e-08 1.555155328082e-07 0.000000000000e+00 0.000000000000e+00 8.034900317381e-06 1.007090887028e+152
2.657062531266e-01 -6.332043803524e-08 1.557324640955e-07 0.000000000000e+00 0.000000000000e+00 8.028016688952e-06 1.007090887028e+152
2.662064532266e-01 -6.324248647022e-08 1.559489940954e-07 0.000000000000e+00 0.000000000000e+00 8.021124033464e-06 1.007090887028e+152
2.667066533267e-01 -6.316442669733e-08 1.561651223329e-07 0.000000000000e+00 0.000000000000e+00 8.014222372054e-06 1.007090887028e+152
2.672068534267e-01 -6.308625891766e-08 1.563808483343e-07 0.000000000000e+00 0.000000000000e+00 8.007311725893e-06 1.007090887028e+152
2.677070535268e-01 -6.300798333251e-08 1.565961716278e-07 0.000000000000e+00 0.000000000000e+00 8.000392116177e-06 1.007090887028e+152
2.682072536268e-01 -6.292960014345e-08 1.568110917426e-07 0.000000000000e+00 0.000000000000e+00 7.993463564135e-06 1.007090887028e+152
2.687074537269e-01 -6.285110955226e-08 1.570256082097e-07 0.000000000000e+00 0.000000000000e+00 7.986526091020e-06 1.007090887028e+152
2.692076538269e-01 -6.277251176095e-08 1.572397205616e-07 0.000000000000e+00 0.000000000000e+00 7.979579718118e-06 1.007090887028e+152
2.697078539270e-01 -6.269380697180e-08 1.574534283323e-07 0.000000000000e+00 0.000000000000e+00 7.972624466743e-06 1.007090887028e+152
2.702080540270e-01 -6.261499538728e-08 1.576667310571e-07 0.000000000000e+00 0.000000000000e+00 7.965660358236e-06 1.007090887028e+152
2.707082541271e-01 -6.253607721011e-08 1.578796282731e-07 0.000000000000e+00 0.000000000000e+00 7.958687413968e-06 1.007090887028e+152
2.712084542271e-01 -6.245705264325e-08 1.580921195186e-07 0.000000000000e+00 0.000000000000e+00 7.951705655338e-06 1.007090887028e+152
2.717086543272e-01 -6.237792188988e-08 1.583042043338e-07 0.000000000000e+00 0.000000000000e+00 7.944715103775e-06 1.007090887028e+152
2.722088544272e-01 -6.229868515340e-08 1.585158822600e-07 0.000000000000e+00 0.000000000000e+00 7.937715780734e-06 1.007090887028e+152
2.727090545273e-01 -6.221934263746e-08 1.587271528404e-07 0.000000000000e+00 0.000000000000e+00 7.930707707702e-06 1.007090887028e+152
2.732092546273e-01 -6.213989454593e-08 1.589380156193e-07 0.000000000000e+00 0.000000000000e+00 7.923690906190e-06 1.007090887028e+152
2.737094547274e-01 -6.206034108290e-08 1.591484701429e-07 0.000000000000e+00 0.000000000000e+00 7.916665397742e-06 1.007090887028e+152
2.742096548274e-01 -6.198068245270e-08 1.593585159588e-07 0.000000000000e+00 0.000000000000e+00 7.909631203925e-06 1.007090887028e+152
2.747098549275e-01 -6.190091885987e-08 1.595681526159e-07 0.000000000000e+00 0.000000000000e+00 7.902588346339e-06 1.007090887028e+152
2.752100550275e-01 -6.182105050919e-08 1.597773796650e-07 0.000000000000e+00 0.000000000000e+00 7.895536846609e-06 1.007090887028e+152
2.757102551276e-01 -6.174107760565e-08 1.599861966582e-07 0.000000000000e+00 0.000000000000e+00 7.888476726390e-06 1.007090887028e+152
2.762104552276e-01 -6.166100035448e-08 1.601946031490e-07 0.000000000000e+00 0.000000000000e+00 7.881408007364e-06 1.007090887028e+152
2.767106553277e-01 -6.158081896113e-08 1.604025986929e-07 0.000000000000e+00 0.000000000000e+00 7.874330711242e-06 1.007090887028e+152
2.772108554277e-01 -6.150053363125e-08 1.606101828464e-07 0.000000000000e+00 0.000000000000e+00 7.867244859760e-06 1.007090887028e+152
2.777110555278e-01 -6.142014457074e-08 1.608173551678e-07 0.000000000000e+00 0.000000000000e+00 7.860150474685e-06 1.007090887028e+152
2.782112556278e-01 -6.133965198570e-08 1.610241152170e-07 0.000000000000e+00 0.000000000000e+00 7.853047577811e-06 1.007090887028e+152
2.787114557279e-01 -6.125905608246e-08 1.612304625552e-07 0.000000000000e+00 0.000000000000e+00 7.845936190958e-06 1.007090887028e+152
2.792116558279e-01 -6.117835706758e-08 1.614363967454e-07 0.000000000000e+00 0.000000000000e+00 7.838816335976e-06 1.007090887028e+152
2.797118559280e-01 -6.109755514781e-08 1.616419173520e-07 0.000000000000e+00 0.000000000000e+00 7.831688034742e-06 1.007090887028e+152
2.802120560280e-01 -6.101665053015e-08 1.618470239409e-07 0.000000000000e+00 0.000000000000e+00 7.824551309158e-06 1.007090887028e+152
2.807122561281e-01 -6.093564342178e-08 1.620517160796e-07 0.000000000000e+00 0.000000000000e+00 7.817406181157e-06 1.007090887028e+152
2.812124562281e-01 -6.085453403013e-08 1.622559933373e-07 0.000000000000e+00 0.000000000000e+00 7.810252672698e-06 1.007090887028e+152
2.817126563282e-01 -6.077332256283e-08 1.624598552844e-07 0.000000000000e+00 0.000000000000e+00 7.803090805766e-06 1.007090887028e+152
2.822128564282e-01 -6.069200922771e-08 1.626633014932e-07 0.000000000000e+00 0.000000000000e+00 7.795920602375e-06 1.007090887028e+152
2.827130565283e-01 -6.061059423285e-08 1.628663315374e-07 0.000000000000e+00 0.000000000000e+00 7.788742084565e-06 1.007090887028e+152
2.832132566283e-01 -6.052907778651e-08 1.630689449922e-07 0.000000000000e+00 0.000000000000e+00 7.781555274404e-06 1.007090887028e+152
2.837134567284e-01 -6.044746009718e-08 1.632711414345e-07 0.000000000000e+00 0.000000000000e+00 7.774360193987e-06 1.007090887028e+152
2.842136568284e-01 -6.036574137355e-08 1.634729204426e-07 0.000000000000e+00 0.000000000000e+00 7.767156865436e-06 1.007090887028e+152
2.847138569285e-01 -6.028392182453e-08 1.636742815965e-07 0.000000000000e+00 0.000000000000e+00 7.759945310899e-06 1.007090887028e+152
2.852140570285e-01 -6.020200165923e-08 1.638752244776e-07 0.000000000000e+00 0.000000000000e+00 7.752725552551e-06 1.007090887028e+152
2.857142571286e-01 -6.011998108698e-08 1.640757486691e-07 0.000000000000e+00 0.000000000000e+00 7.745497612596e-06 1.007090887028e+152
2.862144572286e-01 -6.003786031731e-08 1.642758537555e-07 0.000000000000e+00 0.000000000000e+00 7.738261513262e-06 1.007090887028e+152
2.867146573287e-01 -5.995563955996e-08 1.644755393231e-07 0.000000000000e+00 0.000000000000e+00 7.731017276804e-06 1.007090887028e+152
2.872148574287e-01 -5.987331902488e-08 1.646748049596e-07 0.000000000000e+00 0.000000000000e+00 7.723764925506e-06 1.007090887028e+152
2.877150575288e-01 -5.979089892221e-08 1.648736502544e-07 0.000000000000e+00 0.000000000000e+00 7.716504481676e-06 1.007090887028e+152
2.882152576288e-01 -5.970837946232e-08 1.650720747983e-07 0.000000000000e+00 0.000000000000e+00 7.709235967650e-06 1.007090887028e+152
2.887154577289e-01 -5.962576085577e-08 1.652700781838e-07 0.000000000000e+00 0.000000000000e+00 7.701959405789e-06 1.007090887028e+152
2.892156578289e-01 -5.954304331333e-08 1.654676600051e-07 0.000000000000e+00 0.000000000000e+00 7.694674818481e-06 1.007090887028e+152
2.897158579290e-01 -5.946022704595e-08 1.656648198576e-07 0.000000000000e+00 0.000000000000e+00 7.687382228141e-06 1.007090887028e+152
2.902160580290e-01 -5.937731226481e-08 1.658615573388e-07 0.000000000000e+00 0.000000000000e+00 7.680081657210e-06 1.007090887028e+152
2.907162581291e-01 -5.929429918129e-08 1.660578720473e-07 0.000000000000e+00 0.000000000000e+00 7.672773128154e-06 1.007090887028e+152
2.912164582291e-01 -5.921118800695e-08 1.662537635835e-07 0.000000000000e+00 0.000000000000e+00 7.665456663466e-06 1.007090887028e+152
2.917166583292e-01 -5.912797895356e-08 1.664492315493e-07 0.000000000000e+00 0.000000000000e+00 7.658132285666e-06 1.007090887028e+152
2.922168584292e-01 -5.904467223309e-08 1.666442755485e-07 0.000000000000e+00 0.000000000000e+00 7.650800017298e-06 1.007090887028e+152
2.927170585293e-01 -5.896126805771e-08 1.668388951860e-07 0.000000000000e+00 0.000000000000e+00 7.643459880933e-06 1.007090887028e+152
2.932172586293e-01 -5.887776663978e-08 1.670330900686e-07 0.000000000000e+00 0.000000000000e+00 7.636111899167e-06 1.007090887028e+152
2.937174587294e-01 -5.879416819187e-08 1.672268598046e-07 0.000000000000e+00 0.000000000000e+00 7.628756094623e-06 1.007090887028e+152
2.942176588294e-01 -5.871047292672e-08 1.674202040040e-07 0.000000000000e+00 0.000000000000e+00 7.621392489949e-06 1.007090887028e+152
2.947178589295e-01 -5.862668105730e-08 1.676131222782e-07 0.000000000000e+00 0.000000000000e+00 7.614021107819e-06 1.007090887028e+152
2.952180590295e-01 -5.854279279673e-08 1.678056142404e-07 0.000000000000e+00 0.000000000000e+00 7.606641970932e-06 1.007090887028e+152
2.957182591296e-01 -5.845880835838e-08 1.679976795053e-07 0.000000000000e+00 0.000000000000e+00 7.599255102012e-06 1.007090887028e+152
2.962184592296e-01 -5.837472795575e-08 1.681893176891e-07 0.000000000000e+00 0.000000000000e+00 7.591860523811e-06 1.007090887028e+152
2.967186593297e-01 -5.829055180258e-08 1.683805284097e-07 0.000000000000e+00 0.000000000000e+00 7.584458259103e-06 1.007090887028e+152
2.972188594297e-01 -5.820628011277e-08 1.685713112868e-07 0.000000000000e+00 0.000000000000e+00 7.577048330689e-06 1.007090887028e+152
2.977190595298e-01 -5.812191310043e-08 1.687616659413e-07 0.000000000000e+00 0.000000000000e+00 7.569630761396e-06 1.007090887028e+152
2.982192596298e-01 -5.803745097986e-08 1.689515919961e-07 0.000000000000e+00 0.000000000000e+00 7.562205574075e-06 1.007090887028e+152
2.987194597299e-01 -5.795289396552e-08 1.691410890754e-07 0.000000000000e+00 0.000000000000e+00 7.554772791601e-06 1.007090887028e+152
2.992196598299e-01 -5.786824227209e-08 1.693301568052e-07 0.000000000000e+00 0.000000000000e+00 7.547332436877e-06 1.007090887028e+152
2.997198599300e-01 -5.778349611442e-08 1.695187948131e-07 0.000000000000e+00 0.000000000000e+00 7.539884532829e-06 1.007090887028e+152
3.002200600300e-01 -5.769865570755e-08 1.697070027281e-07 0.000000000000e+00 0.000000000000e+00 7.532429102408e-06 1.007090887028e+152
3.007202601301e-01 -5.761372126670e-08 1.698947801812e-07 0.000000000000e+00 0.000000000000e+00 7.524966168590e-06 1.007090887028e+152
3.012204602301e-01 -5.752869300729e-08 1.700821268046e-07 0.000000000000e+00 0.000000000000e+00 7.517495754376e-06 1.007090887028e+152
3.017206603302e-01 -5.744357114491e-08 1.702690422324e-07 0.000000000000e+00 0.000000000000e+00 7.510017882791e-06 1.007090887028e+152
3.022208604302e-01 -5.735835589533e-08 1.704555261003e-07 0.000000000000e+00 0.000000000000e+00 7.502532576886e-06 1.007090887028e+152
3.027210605303e-01 -5.727304747450e-08 1.706415780455e-07 0.000000000000e+00 0.000000000000e+00 7.495039859735e-06 1.007090887028e+152
3.032212606303e-01 -5.718764609858e-08 1.708271977069e-07 0.000000000000e+00 0.000000000000e+00 7.487539754438e-06 1.007090887028e+152
3.037214607304e-01 -5.710215198387e-08 1.710123847249e-07 0.000000000000e+00 0.000000000000e+00 7.480032284118e-06 1.007090887028e+152
3.042216608304e-01 -5.701656534688e-08 1.711971387418e-07 0.000000000000e+00 0.000000000000e+00 7.472517471923e-06 1.007090887028e+152
3.047218609305e-01 -5.693088640427e-08 1.713814594013e-07 0.000000000000e+00 0.000000000000e+00 7.464995341025e-06 1.007090887028e+152
3.052220610305e-01 -5.684511537291e-08 1.715653463487e-07 0.000000000000e+00 0.000000000000e+00 7.457465914620e-06 1.007090887028e+152
3.057222611306e-01 -5.675925246983e-08 1.717487992312e-07 0.000000000000e+00 0.000000000000e+00 7.449929215931e-06 1.007090887028e+152
3.062224612306e-01 -5.667329791223e-08 1.719318176973e-07 0.000000000000e+00 0.000000000000e+00 7.442385268200e-06 1.007090887028e+152
3.067226613307e-01 -5.658725191749e-08 1.721144013974e-07 0.000000000000e+00 0.000000000000e+00 7.434834094697e-06 1.007090887028e+152
3.072228614307e-01 -5.650111470318e-08 1.722965499833e-07 0.000000000000e+00 0.000000000000e+00 7.427275718714e-06 1.007090887028e+152
3.077230615308e-01 -5.641488648702e-08 1.724782631087e-07 0.000000000000e+00 0.000000000000e+00 7.419710163568e-06 1.007090887028e+152
3.082232616308e-01 -5.632856748691e-08 1.726595404288e-07 0.000000000000e+00 0.000000000000e+00 7.412137452599e-06 1.007090887028e+152
3.087234617309e-01 -5.624215792094e-08 1.728403816003e-07 0.000000000000e+00 0.000000000000e+00 7.404557609172e-06 1.007090887028e+152
3.092236618309e-01 -5.615565800735e-08 1.730207862818e-07 0.000000000000e+00 0.000000000000e+00 7.396970656673e-06 1.007090887028e+152
3.097238619310e-01 -5.606906796456e-08 1.732007541335e-07 0.000000000000e+00 0.000000000000e+00 7.389376618515e-06 1.007090887028e+152
3.102240620310e-01 -5.598238801115e-08 1.733802848170e-07 0.000000000000e+00 0.000000000000e+00 7.381775518131e-06 1.007090887028e+152
3.107242621311e-01 -5.589561836588e-08 1.735593779958e-07 0.000000000000e+00 0.000000000000e+00 7.374167378981e-06 1.007090887028e+152
3.112244622311e-01 -5.580875924768e-08 1.737380333350e-07 0.000000000000e+00 0.000000000000e+00 7.366552224546e-06 1.007090887028e+152
3.117246623312e-01 -5.572181087563e-08 1.739162505014e-07 0.000000000000e+00 0.000000000000e+00 7.358930078330e-06 1.007090887028e+152
3.122248624312e-01 -5.563477346899e-08 1.740940291632e-07 0.000000000000e+00 0.000000000000e+00 7.351300963863e-06 1.007090887028e+152
3.127250625313e-01 -5.554764724718e-08 1.742713689906e-07 0.000000000000e+00 0.000000000000e+00 7.343664904695e-06 1.007090887028e+152
3.132252626313e-01 -5.546043242980e-08 1.744482696551e-07 0.000000000000e+00 0.000000000000e+00 7.336021924400e-06 1.007090887028e+152
3.137254627314e-01 -5.537312923659e-08 1.746247308302e-07 0.000000000000e+00 0.000000000000e+00 7.328372046578e-06 1.007090887028e+152
3.142256628314e-01 -5.528573788747e-08 1.748007521908e-07 0.000000000000e+00 0.000000000000e+00 7.320715294847e-06 1.007090887028e+152
3.147258629315e-01 -5.519825860251e-08 1.749763334136e-07 0.000000000000e+00 0.000000000000e+00 7.313051692852e-06 1.007090887028e+152
3.152260630315e-01 -5.511069160195e-08 1.751514741769e-07 0.000000000000e+00 0.000000000000e+00 7.305381264258e-06 1.007090887028e+152
3.157262631316e-01 -5.502303710619e-08 1.753261741607e-07 0.000000000000e+00 0.000000000000e+00 7.297704032754e-06 1.007090887028e+152
3.162264632316e-01 -5.493529533578e-08 1.755004330466e-07 0.000000000000e+00 0.000000000000e+00 7.290020022053e-06 1.007090887028e+152
3.167266633317e-01 -5.484746651145e-08 1.756742505179e-07 0.000000000000e+00 0.000000000000e+00 7.282329255887e-06 1.007090887028e+152
3.172268634317e-01 -5.475955085406e-08 1.758476262597e-07 0.000000000000e+00 0.000000000000e+00 7.274631758015e-06 1.007090887028e+152
3.177270635318e-01 -5.467154858465e-08 1.760205599585e-07 0.000000000000e+00 0.000000000000e+00 7.266927552215e-06 1.007090887028e+152
3.182272636318e-01 -5.458345992441e-08 1.761930513027e-07 0.000000000000e+00 0.000000000000e+00 7.259216662289e-06 1.007090887028e+152
3.187274637319e-01 -5.449528509468e-08 1.763650999822e-07 0.000000000000e+00 0.000000000000e+00 7.251499112060e-06 1.007090887028e+152
3.192276638319e-01 -5.440702431696e-08 1.765367056887e-07 0.000000000000e+00 0.000000000000e+00 7.243774925376e-06 1.007090887028e+152
3.197278639320e-01 -5.431867781289e-08 1.767078681155e-07 0.000000000000e+00 0.000000000000e+00 7.236044126104e-06 1.007090887028e+152
3.202280640320e-01 -5.423024580430e-08 1.768785869577e-07 0.000000000000e+00 0.000000000000e+00 7.228306738134e-06 1.007090887028e+152
3.207282641321e-01 -5.414172851312e-08 1.770488619119e-07 0.000000000000e+00 0.000000000000e+00 7.220562785381e-06 1.007090887028e+152
3.212284642321e-01 -5.405312616147e-08 1.772186926765e-07 0.000000000000e+00 0.000000000000e+00 7.212812291776e-06 1.007090887028e+152
3.217286643322e-01 -5.396443897161e-08 1.773880789515e-07 0.000000000000e+00 0.000000000000e+00 7.205055281279e-06 1.007090887028e+152
3.222288644322e-01 -5.387566716595e-08 1.775570204386e-07 0.000000000000e+00 0.000000000000e+00 7.197291777865e-06 1.007090887028e+152
3.227290645323e-01 -5.378681096705e-08 1.777255168412e-07 0.000000000000e+00 0.000000000000e+00 7.189521805536e-06 1.007090887028e+152
3.232292646323e-01 -5.369787059760e-08 1.778935678645e-07 0.000000000000e+00 0.000000000000e+00 7.181745388312e-06 1.007090887028e+152
3.237294647324e-01 -5.360884628047e-08 1.780611732152e-07 0.000000000000e+00 0.000000000000e+00 7.173962550238e-06 1.007090887028e+152
3.242296648324e-01 -5.351973823865e-08 1.782283326017e-07 0.000000000000e+00 0.000000000000e+00 7.166173315377e-06 1.007090887028e+152
3.247298649325e-01 -5.343054669528e-08 1.783950457342e-07 0.000000000000e+00 0.000000000000e+00 7.158377707817e-06 1.007090887028e+152
3.252300650325e-01 -5.334127187365e-08 1.785613123246e-07 0.000000000000e+00 0.000000000000e+00 7.150575751664e-06 1.007090887028e+152
3.257302651326e-01 -5.325191399720e-08 1.787271320863e-07 0.000000000000e+00 0.000000000000e+00 7.142767471047e-06 1.007090887028e+152
3.262304652326e-01 -5.316247328950e-08 1.788925047346e-07 0.000000000000e+00 0.000000000000e+00 7.134952890117e-06 1.007090887028e+152
3.267306653327e-01 -5.307294997426e-08 1.790574299864e-07 0.000000000000e+00 0.000000000000e+00 7.127132033044e-06 1.007090887028e+152
3.272308654327e-01 -5.298334427535e-08 1.792219075603e-07 0.000000000000e+00 0.000000000000e+00 7.119304924022e-06 1.007090887028e+152
3.277310655328e-01 -5.289365641677e-08 1.793859371766e-07 0.000000000000e+00 0.000000000000e+00 7.111471587263e-06 1.007090887028e+152
3.282312656328e-01 -5.280388662264e-08 1.795495185573e-07 0.000000000000e+00 0.000000000000e+00 7.103632047002e-06 1.007090887028e+152
3.287314657329e-01 -5.271403511725e-08 1.797126514261e-07 0.000000000000e+00 0.000000000000e+00 7.095786327494e-06 1.007090887028e+152
3.292316658329e-01 -5.262410212502e-08 1.798753355084e-07 0.000000000000e+00 0.000000000000e+00 7.087934453015e-06 1.007090887028e+152
3.297318659330e-01 -5.253408787049e-08 1.800375705312e-07 0.000000000000e+00 0.000000000000e+00 7.080076447861e-06 1.007090887028e+152
3.302320660330e-01 -5.244399257835e-08 1.801993562235e-07 0.000000000000e+00 0.000000000000e+00 7.072212336351e-06 1.007090887028e+152
3.307322661331e-01 -5.235381647343e-08 1.803606923157e-07 0.000000000000e+00 0.000000000000e+00 7.064342142821e-06 1.007090887028e+152
3.312324662331e-01 -5.226355978068e-08 1.805215785401e-07 0.000000000000e+00 0.000000000000e+00 7.056465891630e-06 1.007090887028e+152
3.317326663332e-01 -5.217322272519e-08 1.806820146305e-07 0.000000000000e+00 0.000000000000e+00 7.048583607158e-06 1.007090887028e+152
3.322328664332e-01 -5.208280553219e-08 1.808420003225e-07 0.000000000000e+00 0.000000000000e+00 7.040695313803e-06 1.007090887028e+152
3.327330665333e-01 -5.199230842702e-08 1.810015353536e-07 0.000000000000e+00 0.000000000000e+00 7.032801035984e-06 1.007090887028e+152
3.332332666333e-01 -5.190173163518e-08 1.811606194627e-07 0.000000000000e+00 0.000000000000e+00 7.024900798141e-06 1.007090887028e+152
3.337334667334e-01 -5.181107538229e-08 1.813192523907e-07 0.000000000000e+00 0.000000000000e+00 7.016994624735e-06 1.007090887028e+152
3.342336668334e-01 -5.172033989408e-08 1.814774338800e-07 0.000000000000e+00 0.000000000000e+00 7.009082540244e-06 1.007090887028e+152
